age,numed
35,10
20,9
26,14
46,13
31,13
40,15
40,9
31,13
32,16
23,10
25,14
37,10
18,10
55,9
52,5
26,9
37,10
39,9
62,13
19,10
47,9
51,13
55,9
30,9
59,10
45,6
52,10
21,9
31,9
29,10
24,9
17,6
47,9
46,10
32,9
34,6
63,8
21,10
18,9
49,16
81,9
36,12
47,9
36,14
39,11
46,13
43,10
39,13
29,10
23,9
57,6
38,9
25,13
39,10
24,10
56,14
39,8
23,11
17,7
67,9
41,13
24,13
51,13
30,9
47,9
56,9
51,9
57,10
34,10
24,13
57,9
38,9
23,9
35,4
58,9
19,9
19,4
68,16
43,10
17,7
53,16
37,16
21,13
63,9
31,10
29,9
43,10
27,15
25,9
28,9
54,9
74,10
31,10
23,10
19,13
39,1
61,9
59,9
27,11
19,10
23,9
25,9
40,10
53,7
32,13
72,16
61,4
42,9
17,6
73,9
41,10
23,10
23,9
65,11
45,9
52,13
24,13
23,11
30,10
26,13
37,9
17,9
31,9
52,9
63,13
27,9
31,5
71,9
35,13
44,9
36,14
22,13
32,9
30,13
60,9
25,10
76,4
41,9
26,4
45,8
32,10
22,9
39,13
63,13
23,12
61,6
31,11
25,5
33,9
39,9
53,13
26,13
21,10
18,9
34,13
44,14
31,9
44,9
42,15
43,9
33,13
21,10
30,9
55,9
57,10
37,9
32,9
62,13
31,13
51,13
37,14
45,3
47,10
31,9
75,7
43,14
39,12
30,13
27,3
44,9
53,14
40,13
18,7
33,13
20,9
38,10
48,9
46,9
51,9
35,9
24,4
30,10
70,9
26,9
34,9
46,9
70,9
37,10
36,10
23,5
28,9
44,10
58,9
53,10
23,10
26,9
21,10
34,14
43,7
22,10
41,10
36,9
41,13
27,9
42,10
27,11
41,9
32,13
21,10
44,13
29,13
19,10
21,10
46,9
38,13
43,10
54,9
38,14
18,10
50,9
30,11
30,5
28,9
26,11
37,10
32,9
64,14
18,9
30,10
36,11
18,7
27,9
49,5
46,9
37,9
30,10
29,9
22,9
25,9
38,9
32,13
35,10
56,14
29,10
41,9
47,9
23,13
46,13
28,9
39,13
42,10
39,9
68,4
37,13
57,15
22,10
24,11
19,10
55,12
37,9
37,10
28,13
27,9
40,13
51,9
52,11
74,10
49,10
20,10
40,10
80,10
63,10
63,9
51,10
23,9
66,9
33,9
49,9
20,10
33,12
26,10
52,9
33,13
47,13
23,9
53,12
19,10
26,10
53,4
65,9
68,13
30,6
28,7
54,6
30,9
22,10
25,9
19,7
19,10
32,15
23,13
51,13
25,10
46,13
38,10
26,9
46,9
25,13
20,10
29,14
51,14
40,10
24,10
24,13
31,11
54,9
34,12
19,10
21,9
21,6
23,10
37,10
40,14
57,9
48,13
24,7
43,10
32,13
40,9
52,15
49,9
45,10
62,9
29,11
49,9
55,10
20,10
37,13
43,13
29,10
44,9
28,10
38,10
45,11
22,10
19,10
20,8
60,9
30,9
22,10
51,10
31,13
48,9
43,13
51,9
41,11
62,11
50,9
46,9
54,10
68,9
23,12
49,14
24,6
30,9
38,9
34,9
22,10
30,4
61,4
36,9
51,11
43,3
54,10
63,9
51,10
63,6
51,14
27,9
35,12
31,13
46,9
53,11
26,10
43,9
39,9
50,9
54,9
62,10
57,10
19,10
29,9
20,9
53,13
18,10
22,10
23,9
69,7
56,4
53,13
28,9
28,13
33,9
48,9
61,9
49,13
48,10
32,4
51,9
27,13
19,10
47,9
25,13
72,10
29,7
22,9
57,9
50,12
45,10
52,10
53,14
36,9
46,9
20,9
75,3
32,9
28,9
53,14
17,7
46,11
39,12
38,10
36,9
63,13
28,2
28,13
49,9
43,10
38,13
39,9
42,9
40,9
45,9
29,9
24,13
30,10
44,10
40,9
30,9
42,14
52,11
42,10
39,10
43,10
62,9
30,11
83,9
39,13
41,9
49,14
25,7
48,7
59,12
44,13
36,5
40,9
21,9
41,10
24,13
67,9
24,13
50,13
48,14
55,12
29,9
50,13
64,6
49,5
20,9
30,9
37,13
52,9
22,10
77,9
19,10
52,9
42,13
35,9
27,10
54,9
37,9
37,6
28,4
63,13
19,9
28,13
23,10
44,15
31,10
35,13
64,9
40,9
59,12
22,10
40,10
35,4
20,10
35,9
28,10
28,9
37,10
72,16
25,12
37,9
19,10
31,11
41,9
31,6
44,9
20,10
57,10
26,9
44,9
29,9
36,9
40,11
21,12
21,10
34,15
24,13
28,6
35,9
35,9
38,13
44,9
39,13
57,9
19,10
29,11
23,9
50,9
51,10
28,11
44,13
29,13
31,9
27,13
34,13
50,15
27,10
31,11
46,12
39,10
40,13
28,7
18,9
51,9
58,9
66,9
36,9
38,7
25,12
25,9
90,7
41,10
34,9
33,13
33,9
35,13
39,9
59,9
19,10
39,9
19,10
27,9
52,4
59,9
28,10
37,9
50,6
36,13
34,13
23,10
19,7
33,9
27,14
31,14
21,6
31,9
59,9
40,14
19,7
47,9
34,13
57,9
51,5
21,10
30,10
46,10
40,13
52,1
23,13
90,13
25,9
43,10
38,10
22,11
33,13
34,10
65,11
50,9
29,13
25,9
54,10
49,9
44,10
24,5
25,13
65,9
56,9
39,15
23,13
20,10
24,3
41,10
40,10
55,9
38,9
23,9
44,13
45,10
20,10
29,9
43,9
30,8
28,10
31,9
52,9
36,13
38,9
66,10
63,11
21,10
33,9
46,10
20,10
47,13
33,16
66,4
20,10
28,9
46,9
25,10
37,9
31,5
49,9
22,10
52,11
29,12
18,7
31,10
23,10
27,11
54,6
50,9
46,14
24,13
17,7
49,9
54,9
41,13
49,9
36,13
23,9
63,10
67,9
23,9
22,13
66,11
25,7
30,10
35,9
67,4
30,8
26,10
34,9
21,10
18,8
21,9
76,5
51,10
26,9
18,8
18,7
34,11
59,9
55,13
33,10
25,9
48,9
64,13
47,14
26,10
36,12
21,9
54,4
30,9
41,9
53,14
34,10
20,10
24,6
26,13
25,9
35,10
41,10
33,7
18,10
27,9
32,9
51,9
38,11
41,10
26,10
38,11
54,5
30,13
31,10
26,13
75,16
29,14
61,9
24,10
22,8
34,12
42,10
24,7
42,12
27,9
39,13
20,9
51,7
68,13
28,9
43,9
35,10
44,9
41,13
44,9
20,9
46,9
27,12
32,10
46,10
26,9
20,10
36,9
49,13
32,9
32,13
49,13
36,9
22,10
52,9
42,9
22,10
72,9
30,13
44,10
23,13
22,10
59,13
46,9
30,11
64,4
31,10
64,9
45,9
59,9
32,9
43,13
66,6
23,10
49,9
32,8
49,11
33,10
28,15
47,9
41,9
34,14
25,9
20,10
21,10
25,9
46,5
37,2
41,10
44,9
30,9
54,10
35,9
58,9
21,10
35,14
35,15
19,10
48,9
56,10
65,10
40,13
26,9
45,10
26,10
32,9
35,13
22,10
37,11
25,13
64,2
46,11
30,9
63,12
51,9
68,4
36,16
28,10
41,10
47,10
22,10
33,13
34,15
46,13
28,10
36,9
18,10
33,14
51,9
56,9
54,9
29,9
40,10
53,14
22,9
33,9
28,9
63,10
53,16
37,6
50,10
22,9
40,12
22,13
21,10
25,12
20,10
43,9
29,11
32,13
42,14
33,9
27,10
22,10
29,10
29,9
20,10
35,6
31,13
33,9
67,10
46,10
45,5
17,7
35,13
48,13
49,9
20,10
27,9
64,10
53,10
52,9
29,9
32,9
48,13
30,10
34,9
19,10
39,9
28,7
17,8
54,13
24,10
25,9
25,7
48,10
24,13
31,10
47,10
45,13
19,10
52,10
52,9
19,9
60,9
43,14
24,12
20,10
51,9
38,5
21,10
40,9
54,10
35,13
52,7
53,9
56,10
35,9
43,10
29,13
29,9
27,9
58,13
64,9
53,9
21,9
40,12
52,16
38,11
40,10
39,9
56,14
68,16
24,9
40,15
43,15
38,13
45,9
18,7
57,14
49,9
25,10
52,10
56,6
26,10
19,9
25,13
25,9
21,9
48,4
33,14
31,9
26,9
37,13
29,10
20,10
28,10
49,9
73,6
49,14
51,10
40,10
24,11
18,8
41,6
46,9
46,9
64,6
50,15
53,14
21,9
22,10
37,13
39,15
30,13
25,13
26,10
43,13
59,9
27,9
55,6
20,10
25,11
28,12
29,13
60,7
37,13
25,7
27,10
50,13
41,10
46,4
35,11
21,10
35,7
40,9
49,13
29,13
43,13
39,12
35,9
52,10
25,10
20,9
46,10
24,13
29,13
21,10
37,13
43,9
19,9
47,9
61,9
21,12
35,9
60,6
27,10
57,13
56,2
27,9
47,4
19,9
28,8
43,6
63,10
22,10
25,9
35,9
20,9
48,6
30,13
31,13
20,9
57,14
41,11
33,9
27,11
34,9
22,6
50,12
40,13
37,9
40,12
53,14
38,10
25,9
51,9
22,8
18,10
41,7
33,9
33,13
67,10
47,9
24,10
32,4
29,9
25,11
33,10
55,13
31,10
32,14
18,9
36,9
58,9
34,14
19,7
21,9
36,9
37,13
43,9
52,13
48,11
43,10
22,9
57,3
37,12
39,10
54,10
27,12
21,9
65,10
30,10
22,5
26,13
25,7
35,11
47,11
23,12
42,9
39,10
55,16
24,14
46,13
53,9
44,7
40,9
48,10
26,11
22,9
35,9
20,10
43,9
37,9
30,9
41,9
38,15
77,5
42,9
20,9
36,13
32,11
27,13
25,10
40,14
18,7
49,13
17,7
29,9
47,15
24,10
58,4
29,9
45,10
30,8
19,10
59,6
47,4
41,10
28,12
46,12
40,10
66,6
30,13
44,10
58,9
21,4
59,5
35,10
45,5
30,9
33,9
26,10
48,10
31,9
36,9
48,9
30,9
33,9
19,5
37,12
53,13
18,10
38,10
34,10
45,13
33,11
35,11
22,9
35,9
45,9
17,7
50,9
38,13
33,10
46,9
25,13
64,9
62,10
32,9
17,7
61,9
40,16
21,9
39,13
35,10
29,11
27,12
20,12
34,10
51,14
45,9
20,10
31,10
29,9
56,13
55,10
26,10
46,10
32,9
28,9
27,4
23,5
59,6
26,8
36,6
18,9
33,5
60,11
40,9
48,9
27,6
19,10
38,13
26,10
45,11
20,10
32,9
22,10
22,9
38,9
34,9
46,2
39,13
79,9
60,13
24,9
31,10
37,13
23,9
31,10
29,13
22,13
69,10
55,9
43,9
23,4
29,9
22,11
22,10
25,9
29,10
25,10
33,9
33,13
31,16
30,14
55,13
36,8
47,9
28,13
42,14
51,12
62,13
65,10
23,13
60,9
47,4
50,9
70,13
32,13
37,10
31,9
76,6
54,13
32,13
31,10
31,13
65,15
30,9
63,9
21,10
40,14
26,10
18,7
34,9
66,10
44,10
30,12
36,13
31,10
22,10
28,4
23,9
49,14
39,13
67,13
19,10
30,12
25,10
24,9
46,9
37,14
41,9
40,10
44,9
32,9
58,9
48,9
34,13
29,11
46,13
36,9
59,13
29,8
50,14
25,9
27,12
48,9
51,16
36,9
42,7
49,13
33,10
40,13
26,13
69,9
59,9
30,9
31,12
30,13
27,13
20,10
56,12
24,9
47,13
51,13
34,9
47,9
47,10
20,10
34,9
31,7
42,11
52,3
56,9
53,9
26,10
81,10
28,6
57,10
34,9
31,6
24,11
20,9
68,10
60,9
37,10
25,4
36,9
45,12
34,10
31,13
47,13
60,9
75,13
43,10
18,9
25,13
20,9
32,9
57,13
43,10
18,9
41,13
48,9
35,9
41,11
23,9
32,13
33,9
58,9
22,10
33,10
42,15
25,9
39,9
35,13
50,10
49,14
25,13
47,10
46,10
42,12
37,7
25,13
29,6
26,10
26,10
45,13
34,9
33,12
43,13
28,9
51,10
21,10
23,12
30,9
46,14
38,9
20,9
36,13
37,15
44,14
33,9
45,13
47,10
54,9
17,6
43,9
45,13
37,10
44,11
55,14
41,9
23,13
38,10
23,13
35,9
18,7
47,11
25,10
41,9
23,10
41,9
26,10
30,10
42,10
35,9
28,13
29,10
21,10
48,14
44,9
34,5
19,9
32,10
31,12
25,9
47,9
46,7
18,8
31,10
28,9
38,9
33,9
17,6
41,11
46,10
38,10
24,13
49,9
60,10
44,13
63,11
40,9
45,10
49,10
36,9
65,9
41,13
25,14
20,10
60,11
17,7
28,12
31,12
47,14
45,10
51,13
23,9
44,14
34,9
19,10
51,9
46,9
30,16
37,6
56,15
29,9
46,14
55,9
45,13
34,9
45,5
41,13
22,10
34,15
27,9
29,10
19,8
47,13
43,10
52,11
33,12
29,5
23,9
23,10
39,13
43,3
31,9
47,9
26,9
58,10
47,15
55,13
26,9
28,9
36,9
40,9
19,7
63,13
42,13
76,5
23,11
38,3
33,14
48,14
56,10
32,9
44,10
27,9
33,10
22,3
18,10
44,9
42,9
34,10
45,9
57,9
59,13
33,10
52,9
17,8
29,9
63,13
20,10
42,15
50,9
55,9
27,12
28,13
55,11
44,10
53,10
23,9
25,9
44,13
55,14
48,10
46,9
26,10
30,4
32,14
52,9
52,9
39,9
57,13
21,9
22,10
26,10
26,10
44,11
42,10
40,10
22,7
62,9
44,10
18,10
33,2
45,9
18,7
32,10
33,16
20,10
68,9
61,4
48,16
45,9
36,9
32,9
35,13
39,9
53,4
30,10
37,9
40,13
25,10
41,9
52,9
33,9
28,9
25,9
53,10
44,2
35,9
38,10
34,9
33,9
24,10
65,9
29,12
39,15
46,10
37,4
47,14
62,10
54,9
90,10
33,12
57,10
25,12
44,10
52,13
21,10
31,9
39,14
59,9
29,9
49,4
34,5
22,13
32,13
39,9
46,14
50,9
34,9
28,14
18,8
20,9
20,9
55,11
22,10
60,14
40,6
47,10
23,13
57,9
52,7
42,4
25,12
49,9
41,10
40,11
38,13
58,9
26,13
57,6
28,9
42,9
28,10
17,5
39,5
28,9
42,9
51,10
27,10
41,9
28,13
54,10
73,9
49,9
47,14
27,10
42,13
32,9
32,9
27,14
29,9
22,11
41,9
49,10
58,9
41,9
26,5
21,9
32,9
37,13
23,13
42,10
25,9
67,10
41,9
49,14
36,13
18,7
25,3
43,15
38,16
21,10
65,13
66,11
33,7
51,9
27,9
17,8
32,13
61,9
38,9
43,10
40,16
63,13
76,10
42,12
43,13
76,14
41,15
17,6
30,9
30,13
22,10
53,13
28,9
25,11
24,10
47,6
34,11
26,10
63,13
25,11
28,13
36,9
24,13
51,13
44,13
18,8
54,10
61,10
51,13
43,4
51,9
50,9
27,9
24,10
20,10
52,13
57,4
49,10
42,13
22,7
38,10
21,10
39,13
52,10
25,12
50,10
35,10
50,11
58,9
48,13
30,10
18,7
29,9
52,10
63,9
36,14
24,10
30,12
23,9
35,9
21,13
28,10
20,9
18,7
21,10
27,9
42,10
21,10
51,10
27,13
23,9
57,10
22,13
59,5
38,9
20,9
90,5
35,11
50,9
45,16
44,14
23,12
34,7
23,13
39,10
19,10
54,10
40,14
44,10
31,10
25,5
33,13
32,9
36,6
47,10
80,14
21,10
35,10
77,14
30,9
35,9
49,4
33,9
53,10
41,9
57,13
21,10
19,10
28,13
42,14
29,10
38,11
26,10
41,10
40,10
36,16
28,9
25,13
42,9
32,9
32,12
37,3
39,9
49,13
28,9
24,5
19,9
31,9
40,9
29,4
59,9
52,12
27,13
45,13
58,13
53,13
23,9
35,7
49,9
49,12
25,8
47,14
28,12
20,10
74,3
19,9
28,9
31,10
61,10
30,11
20,10
35,4
23,13
25,13
19,9
30,14
26,9
34,9
49,13
35,10
38,9
36,9
33,9
54,10
19,9
18,6
60,9
28,9
43,9
49,3
25,13
17,6
41,13
30,10
90,14
25,9
27,11
29,9
55,10
31,13
43,11
63,14
46,4
59,9
42,13
26,13
26,10
20,10
19,9
61,5
23,9
24,9
35,13
42,9
31,8
31,9
63,13
29,11
43,13
22,13
17,7
23,13
35,5
32,9
50,13
25,9
26,14
32,13
29,11
57,10
90,14
35,11
31,10
60,9
21,11
71,14
22,11
50,9
37,10
23,9
74,9
67,10
59,10
28,9
45,9
63,10
39,13
33,10
32,13
34,13
39,9
29,14
22,9
53,13
46,11
51,10
44,15
56,9
27,13
52,5
39,13
45,10
37,10
33,9
35,9
46,3
35,8
33,9
48,13
32,9
18,6
20,10
35,9
19,9
21,9
56,7
28,13
45,9
32,11
44,13
55,9
34,10
33,14
36,13
25,9
28,13
39,13
53,6
47,9
49,11
22,9
31,10
44,10
19,9
37,9
60,9
23,10
44,15
54,9
23,9
21,10
19,10
51,13
41,13
61,10
19,6
22,13
22,9
49,4
35,6
38,10
29,9
56,11
41,10
62,14
27,9
55,9
25,9
33,13
26,9
43,9
53,14
43,13
56,9
25,13
60,14
28,10
21,9
40,13
29,9
20,10
25,9
18,7
32,12
27,2
48,9
20,10
55,9
33,13
21,10
43,9
35,10
39,13
19,9
25,9
44,10
27,12
39,9
69,6
34,13
20,10
37,3
43,13
62,9
34,14
31,10
42,16
26,9
39,10
25,13
54,10
44,14
34,14
21,10
50,3
33,9
40,12
44,14
33,12
21,10
35,13
43,10
57,6
51,14
29,9
51,9
35,9
18,7
58,6
57,10
19,9
37,10
38,9
45,10
27,10
64,4
38,10
30,9
46,13
18,6
60,9
30,9
47,10
39,13
42,10
27,10
44,10
33,13
54,13
58,10
45,13
59,10
29,12
27,9
44,14
44,9
33,10
27,9
33,13
55,11
32,11
31,11
57,15
30,13
78,9
28,13
30,10
29,14
66,9
60,9
31,13
26,9
24,9
29,13
44,9
34,13
59,13
23,13
23,7
55,11
39,9
39,7
57,4
35,9
39,11
47,9
53,16
23,10
35,14
44,10
28,9
26,13
23,9
32,9
49,10
36,10
36,9
41,3
21,12
54,13
43,10
35,10
31,10
46,10
46,9
56,9
45,14
21,9
51,14
47,10
42,3
19,10
25,13
37,14
35,8
40,9
57,7
38,9
48,6
34,10
46,10
30,9
45,14
32,13
35,9
62,10
56,9
50,11
25,13
41,10
35,9
33,10
38,12
37,13
56,9
19,4
31,5
53,9
33,9
72,2
54,9
30,13
51,16
30,9
30,13
32,10
30,10
35,14
40,10
38,13
19,6
32,10
49,14
76,13
60,13
60,5
55,16
41,13
24,9
53,14
69,10
71,10
41,9
32,9
45,7
59,13
31,9
40,9
44,11
63,10
31,10
51,13
51,7
23,9
49,4
56,9
39,9
39,15
30,9
43,13
31,10
44,14
43,15
37,16
41,10
43,9
47,10
38,15
46,11
19,10
19,3
24,13
39,10
37,11
28,13
40,9
27,12
22,9
21,10
32,9
20,9
45,14
46,15
46,11
26,10
47,13
22,10
34,9
49,2
20,10
28,9
30,7
23,9
20,5
31,10
46,2
42,9
60,4
30,13
27,10
20,5
56,13
41,10
61,9
47,9
60,5
33,5
40,10
48,13
56,9
50,11
57,14
20,10
46,11
21,10
37,9
42,10
20,9
54,16
32,9
62,10
50,10
49,10
48,12
24,10
46,14
42,9
52,10
58,12
37,10
34,9
26,10
18,10
33,10
41,10
21,12
23,11
26,10
33,13
24,10
43,6
52,9
27,10
61,4
35,9
35,9
45,9
43,9
51,9
35,13
47,13
22,10
49,11
20,9
19,6
27,9
42,12
27,10
23,10
20,10
47,9
17,8
76,6
39,10
25,5
31,11
44,9
53,11
34,10
45,10
34,9
35,14
36,10
45,10
37,10
53,12
35,14
38,9
65,10
49,6
24,9
54,10
17,6
19,8
60,9
46,13
78,14
26,10
58,2
37,9
41,14
30,13
19,10
48,13
22,10
50,14
25,2
18,6
21,9
47,10
33,9
39,9
67,13
19,10
18,6
36,9
23,10
25,10
40,10
73,9
35,10
31,12
20,6
20,9
27,9
66,6
66,14
64,14
48,10
24,13
51,9
25,13
33,7
50,9
51,4
34,13
41,4
30,10
59,10
41,10
36,14
37,2
28,9
19,9
28,10
62,6
36,14
58,6
42,9
43,9
29,9
32,9
64,5
39,13
26,13
19,9
21,9
32,10
30,12
26,13
20,10
19,10
33,13
23,10
29,9
42,9
30,9
63,9
34,9
60,10
48,9
25,13
27,11
55,9
32,10
22,10
25,9
18,7
24,10
29,13
73,7
39,9
33,14
57,9
22,6
33,9
33,9
42,9
43,13
57,10
42,14
22,10
21,10
42,13
39,10
41,10
20,9
47,10
44,10
29,13
52,10
71,10
52,9
36,9
53,10
37,9
26,6
34,13
35,13
20,5
34,10
56,13
39,13
24,10
24,7
23,13
27,13
25,9
29,10
42,10
51,9
31,11
59,2
29,9
18,9
24,9
38,10
36,9
34,9
42,13
45,8
21,11
64,16
32,9
45,13
53,3
42,9
32,9
49,9
62,3
28,13
29,16
32,9
37,6
38,13
44,9
19,9
22,10
24,13
58,9
56,13
37,6
43,10
32,9
34,13
44,5
28,9
35,9
38,9
26,10
20,7
24,9
40,9
23,9
79,7
44,6
51,14
30,9
52,12
41,13
33,3
50,13
51,11
41,9
35,13
34,10
28,13
31,11
22,9
67,9
65,9
39,9
23,10
29,12
57,6
47,10
51,9
34,9
52,9
29,9
29,9
25,10
21,10
38,13
55,9
61,13
34,12
41,13
27,11
78,13
40,9
26,4
43,9
55,9
25,11
26,10
43,9
25,10
22,10
52,9
61,9
42,13
21,11
44,9
65,9
56,9
33,12
22,6
43,9
45,9
42,9
37,9
56,5
35,6
40,12
31,13
26,13
26,13
42,13
45,9
47,10
22,10
33,13
37,9
48,9
57,6
47,10
58,5
55,7
52,10
29,13
42,14
23,9
23,8
46,11
30,10
43,13
25,10
32,9
56,5
33,9
19,10
20,10
34,10
34,5
55,9
55,5
31,10
30,9
31,9
51,9
59,9
58,9
40,5
54,9
25,13
18,7
41,10
57,6
37,9
46,9
39,9
19,9
41,12
54,9
39,14
41,9
26,15
57,9
33,10
56,10
60,9
22,9
58,8
48,14
45,14
18,9
56,9
48,9
40,13
38,9
58,10
23,10
63,10
51,13
22,3
44,9
46,10
64,13
32,13
31,10
36,11
21,9
30,10
31,11
54,9
59,5
28,14
57,9
44,9
53,10
58,10
19,10
39,12
31,10
27,9
46,5
37,14
27,13
33,10
20,10
55,9
39,12
41,9
30,13
39,13
28,9
25,10
31,9
51,9
24,13
70,9
23,10
61,9
45,4
47,9
56,10
79,16
20,10
30,9
27,13
40,13
60,9
58,9
71,15
50,15
29,10
33,6
60,9
33,12
43,13
33,6
33,9
32,9
21,10
38,9
38,10
39,10
17,7
21,10
42,10
42,9
36,7
32,10
37,13
28,13
37,11
50,9
49,7
40,14
40,10
49,10
35,14
33,9
24,9
41,14
43,10
36,9
84,13
23,9
41,13
55,9
30,10
46,12
55,10
34,10
54,14
27,10
52,14
36,10
25,9
52,13
24,9
36,9
31,9
66,10
90,13
67,14
22,4
47,10
32,13
55,4
32,9
48,10
21,9
33,12
27,10
47,11
18,7
44,9
23,10
18,6
56,9
24,13
43,13
23,13
26,10
42,9
23,9
53,6
51,9
40,9
27,13
24,10
42,9
41,9
23,10
42,14
38,9
63,4
31,9
18,7
21,10
24,13
55,10
20,5
31,10
23,10
35,9
51,10
19,10
38,9
52,9
70,15
53,6
59,16
39,10
18,8
41,9
19,10
24,10
25,9
32,10
34,9
35,9
50,9
18,9
37,9
30,10
40,14
22,9
50,10
70,9
43,14
77,10
30,9
33,10
51,10
58,14
22,10
33,9
27,7
35,10
32,10
41,13
37,10
17,7
50,13
31,9
54,9
23,9
40,13
29,13
38,9
30,11
20,10
43,10
25,10
39,14
48,12
41,9
24,13
20,10
25,10
57,10
39,10
66,13
34,10
36,13
46,9
42,14
46,9
34,9
43,10
42,10
31,13
70,10
32,10
46,9
42,4
21,11
24,13
23,9
50,14
37,10
19,7
44,12
29,9
30,11
36,10
49,13
29,9
45,9
75,16
42,9
37,12
51,13
61,9
33,12
50,9
59,9
25,9
22,9
56,10
44,13
35,11
57,9
47,9
27,13
50,9
30,13
46,7
48,15
61,13
33,9
40,9
58,10
46,14
35,10
51,10
37,8
64,14
41,9
18,7
44,7
41,13
33,10
37,5
34,10
24,13
20,10
38,13
28,11
20,9
22,13
55,13
20,10
26,13
20,9
40,5
33,9
54,10
24,9
25,10
18,7
49,9
17,8
34,11
37,13
49,10
74,9
37,9
20,7
40,9
34,13
30,15
44,9
40,6
58,9
44,9
42,10
39,9
19,9
41,14
29,14
34,10
38,10
27,1
54,10
40,9
19,10
17,7
33,10
80,4
24,9
28,13
55,9
21,10
51,9
19,9
42,9
60,9
20,10
51,9
21,10
37,10
26,9
42,14
40,10
55,14
33,9
62,9
47,6
26,8
59,9
70,10
26,10
47,6
25,14
52,15
46,9
67,6
34,14
53,10
22,13
39,9
54,9
24,13
37,9
38,6
41,14
36,9
43,11
39,13
26,13
49,14
37,13
43,10
54,9
53,3
57,14
28,13
29,13
21,9
51,9
46,9
50,15
50,9
36,9
31,13
20,9
36,9
38,9
37,13
39,14
18,6
33,9
35,9
23,10
37,13
25,9
51,12
35,9
54,7
66,9
32,9
37,13
29,13
45,13
61,10
40,10
24,9
49,4
51,14
34,9
28,9
20,10
30,10
49,14
26,10
63,6
36,12
63,13
22,9
40,9
31,4
49,10
35,14
23,13
25,11
34,9
28,13
44,10
33,9
21,10
55,7
17,7
75,9
61,5
53,9
26,12
48,10
28,14
30,13
29,9
25,10
37,9
43,13
40,9
34,6
55,16
31,12
21,10
32,9
26,15
26,13
44,10
49,9
21,9
26,9
40,9
19,7
58,9
61,11
28,10
26,13
64,9
42,13
41,10
45,9
39,13
41,9
51,7
34,11
33,14
23,10
35,10
41,7
39,14
41,10
33,10
22,9
25,10
25,10
77,4
33,11
66,9
19,10
44,9
45,14
28,10
19,9
43,9
39,13
33,13
44,9
62,4
40,10
41,9
23,10
48,9
38,14
37,14
45,14
29,9
66,9
19,9
23,5
34,13
39,14
33,9
43,10
27,9
33,10
26,3
56,14
46,9
38,12
90,7
72,10
20,9
29,9
49,7
23,9
20,10
57,13
46,12
33,13
24,13
49,11
54,9
46,16
31,11
43,15
18,10
19,9
46,12
43,13
58,9
43,9
37,10
21,8
52,14
34,11
28,11
34,9
29,9
39,9
49,7
35,10
31,10
18,10
47,9
46,9
43,13
51,9
21,10
18,10
31,13
39,9
58,7
36,14
38,9
31,13
19,7
38,11
26,11
38,12
36,10
40,9
25,13
41,13
33,9
63,9
51,9
34,9
33,11
25,6
30,9
19,10
47,9
26,13
21,10
36,9
60,6
28,9
19,9
42,13
36,9
35,9
22,10
54,9
36,13
55,9
57,14
56,4
24,9
35,13
51,7
34,9
36,12
51,5
46,16
42,9
25,13
22,9
37,9
48,13
61,13
40,8
58,9
52,9
18,7
27,6
48,10
63,5
38,9
31,10
40,10
41,9
28,13
31,15
32,11
30,9
39,9
28,13
31,9
21,10
33,9
44,14
22,10
42,9
36,12
39,14
61,10
31,9
21,10
39,10
34,9
21,10
75,13
21,10
81,10
54,9
34,13
54,15
41,9
61,13
63,9
24,10
20,9
44,13
47,13
31,10
41,4
53,9
63,9
44,14
37,9
28,10
71,10
57,9
22,10
33,13
30,10
20,9
28,13
54,7
20,9
34,9
21,10
29,10
51,10
39,9
19,10
22,9
59,10
18,7
22,9
42,10
39,12
31,13
28,7
22,13
67,14
17,7
47,12
23,13
20,9
22,9
47,4
49,10
64,10
35,10
52,10
29,9
73,6
38,9
59,9
35,10
18,10
24,9
33,13
40,10
55,9
44,9
40,13
22,9
55,10
45,9
47,13
56,9
44,9
32,10
17,6
44,10
32,12
35,13
27,9
32,9
68,7
20,10
33,10
24,5
48,9
45,14
48,10
28,14
60,10
39,14
23,10
23,8
36,10
25,13
52,9
35,9
41,9
45,13
37,14
58,11
67,9
48,9
63,9
24,10
43,10
36,9
32,9
36,10
43,10
27,9
17,7
45,13
41,9
41,9
18,9
48,12
51,11
26,10
54,1
22,10
19,9
47,4
32,9
46,13
30,13
35,14
52,11
