39, shops, 77516, Bachelors, 13, live, Adm-clerical, bus, book, action, 2174, 0, 40, United-States, <=50
17, malls, 245918, 11th, 7, live, Other-service, running, book, action, 0, 0, 12, United-States, <=50
59, malls, 146013, Some-college, 10, DVD, Sales, car, book, action, 4064, 0, 40, United-States, <=50
26, malls, 378322, 11th, 7, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
37, Self-emp-inc, 257295, Some-college, 10, DVD, Exec-managerial, car, web, action, 0, 0, 75, Thailand, >50
19, ?, 218956, Some-college, 10, live, ?, running, book, action, 0, 0, 24, Canada, <=50
64, malls, 21174, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
33, malls, 185480, Bachelors, 13, live, Prof-specialty, bus, book, aventure, 0, 0, 45, United-States, <=50
33, malls, 222205, HS-grad, 9, DVD, Craft-repair, cycling, book, aventure, 0, 0, 40, United-States, >50
61, malls, 69867, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
17, malls, 191260, 9th, 5, live, Other-service, running, book, action, 1055, 0, 24, United-States, <=50
50, markets, 30653, Masters, 14, DVD, Farming-fishing, car, book, action, 2407, 0, 98, United-States, <=50
27, ecommerce, 209109, Masters, 14, live, Prof-specialty, running, book, action, 0, 0, 35, United-States, <=50
30, malls, 70377, HS-grad, 9, social_networks, Prof-specialty, running, book, aventure, 0, 0, 40, United-States, <=50
43, malls, 477983, HS-grad, 9, DVD, Handlers-cleaners, car, magazine, action, 0, 0, 40, United-States, <=50
44, malls, 170924, Some-college, 10, DVD, Craft-repair, car, book, action, 7298, 0, 40, United-States, >50
35, malls, 190174, Some-college, 10, live, Exec-managerial, bus, book, aventure, 0, 0, 40, United-States, <=50
25, malls, 193787, Some-college, 10, live, Tech-support, running, book, aventure, 0, 0, 40, United-States, <=50
24, malls, 279472, Some-college, 10, DVD, Machine-op-inspct, cycling, book, aventure, 7298, 0, 48, United-States, >50
22, malls, 34918, Bachelors, 13, live, Prof-specialty, bus, book, aventure, 0, 0, 15, Germany, <=50
42, ecommerce, 97688, Some-college, 10, DVD, Craft-repair, car, book, action, 5178, 0, 40, United-States, >50
34, malls, 175413, Assoc-acdm, 12, social_networks, Sales, walking, magazine, aventure, 0, 0, 45, United-States, <=50
60, malls, 173960, Bachelors, 13, social_networks, Prof-specialty, bus, book, aventure, 0, 0, 42, United-States, <=50
21, malls, 205759, HS-grad, 9, live, Handlers-cleaners, running, book, action, 0, 0, 40, United-States, <=50
57, supermarkets, 425161, Masters, 14, DVD, Sales, car, book, action, 15024, 0, 40, United-States, >50
41, malls, 220531, Prof-school, 15, DVD, Prof-specialty, car, book, action, 0, 0, 60, United-States, >50
50, malls, 176609, Some-college, 10, social_networks, Other-service, bus, book, action, 0, 0, 45, United-States, <=50
25, malls, 371987, Bachelors, 13, live, Exec-managerial, bus, book, aventure, 0, 0, 40, United-States, <=50
50, malls, 193884, 7th-8th, 4, DVD, Craft-repair, car, book, action, 0, 0, 40, Ecuador, <=50
36, malls, 200352, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 45, United-States, <=50
31, malls, 127595, HS-grad, 9, social_networks, Prof-specialty, bus, book, aventure, 0, 0, 40, United-States, <=50
29, ecommerce, 220419, Bachelors, 13, live, Protective-serv, bus, book, action, 0, 0, 56, United-States, <=50
21, malls, 231931, Some-college, 10, live, Sales, running, book, action, 0, 0, 45, United-States, <=50
27, malls, 248402, Bachelors, 13, live, Tech-support, walking, magazine, aventure, 0, 0, 40, United-States, <=50
65, malls, 111095, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 16, United-States, <=50
37, Self-emp-inc, 57424, Bachelors, 13, social_networks, Sales, bus, book, aventure, 0, 0, 60, United-States, <=50
39, ?, 157443, Masters, 14, DVD, ?, cycling, web, aventure, 3464, 0, 40, ?, <=50
24, malls, 278130, HS-grad, 9, live, Craft-repair, running, book, action, 0, 0, 40, United-States, <=50
38, malls, 169469, HS-grad, 9, social_networks, Sales, bus, book, action, 0, 0, 80, United-States, <=50
48, malls, 146268, Bachelors, 13, DVD, Adm-clerical, car, book, action, 7688, 0, 40, United-States, >50
21, malls, 153718, Some-college, 10, live, Other-service, bus, web, aventure, 0, 0, 25, United-States, <=50
31, malls, 217460, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 45, United-States, >50
55, malls, 238638, HS-grad, 9, DVD, Sales, car, book, action, 4386, 0, 40, United-States, >50
24, malls, 303296, Some-college, 10, DVD, Adm-clerical, cycling, web, aventure, 0, 0, 40, Laos, <=50
43, malls, 173321, HS-grad, 9, social_networks, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
26, malls, 193945, Assoc-acdm, 12, live, Tech-support, bus, book, action, 0, 0, 45, United-States, <=50
46, malls, 83082, Assoc-acdm, 12, live, Prof-specialty, bus, book, aventure, 0, 0, 33, United-States, <=50
35, malls, 193815, Assoc-acdm, 12, DVD, Adm-clerical, car, book, action, 0, 0, 40, United-States, >50
41, Self-emp-inc, 34987, Some-college, 10, DVD, Farming-fishing, car, book, action, 0, 0, 54, United-States, >50
26, malls, 59306, Bachelors, 13, live, Sales, bus, book, action, 0, 0, 40, United-States, <=50
34, malls, 142897, Masters, 14, DVD, Exec-managerial, car, web, action, 7298, 0, 35, Taiwan, >50
19, ?, 860348, Some-college, 10, live, ?, running, magazine, aventure, 0, 0, 25, United-States, <=50
36, markets, 205607, Bachelors, 13, social_networks, Prof-specialty, bus, magazine, aventure, 0, 0, 40, United-States, >50
22, malls, 199698, Some-college, 10, live, Sales, running, book, action, 0, 0, 15, United-States, <=50
24, malls, 191954, Some-college, 10, live, Machine-op-inspct, bus, book, action, 0, 0, 40, United-States, <=50
77, markets, 138714, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 40, United-States, <=50
22, malls, 399087, 5th-6th, 3, DVD, Machine-op-inspct, Other-relative, book, aventure, 0, 0, 40, Mexico, <=50
29, malls, 423158, Some-college, 10, live, Tech-support, bus, book, aventure, 0, 0, 40, United-States, <=50
62, malls, 159841, HS-grad, 9, Widowed, Other-service, bus, book, aventure, 0, 0, 24, United-States, <=50
39, markets, 174308, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, <=50
43, malls, 50356, Some-college, 10, DVD, Craft-repair, car, book, action, 0, 1485, 50, United-States, <=50
35, malls, 186110, HS-grad, 9, social_networks, Transport-moving, bus, book, action, 0, 0, 45, United-States, <=50
29, malls, 200381, 11th, 7, live, Exec-managerial, bus, book, aventure, 0, 0, 40, United-States, <=50
76, markets, 174309, Masters, 14, DVD, Craft-repair, car, book, action, 0, 0, 10, United-States, <=50
63, markets, 78383, HS-grad, 9, DVD, Farming-fishing, car, book, action, 0, 0, 45, United-States, <=50
23, ?, 211601, Assoc-voc, 11, live, ?, running, magazine, aventure, 0, 0, 15, United-States, <=50
43, malls, 187728, Some-college, 10, DVD, Prof-specialty, cycling, book, aventure, 0, 1887, 50, United-States, >50
58, markets, 321171, HS-grad, 9, DVD, Handlers-cleaners, car, book, action, 0, 0, 40, United-States, <=50
66, malls, 127921, HS-grad, 9, live, Transport-moving, bus, book, action, 2050, 0, 55, United-States, <=50
41, malls, 206565, Some-college, 10, live, Craft-repair, bus, magazine, action, 0, 0, 45, United-States, <=50
26, malls, 224563, Bachelors, 13, live, Adm-clerical, bus, book, action, 0, 0, 40, United-States, <=50
47, malls, 178686, Assoc-voc, 11, live, Other-service, bus, book, action, 0, 0, 40, United-States, <=50
55, ecommerce, 98545, 10th, 6, DVD, Adm-clerical, car, book, action, 0, 0, 40, United-States, <=50
53, malls, 242606, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 40, United-States, <=50
17, malls, 270942, 5th-6th, 3, live, Other-service, Other-relative, book, action, 0, 0, 48, Mexico, <=50
30, malls, 94235, HS-grad, 9, live, Craft-repair, Other-relative, book, action, 0, 0, 40, United-States, <=50
49, malls, 71195, Masters, 14, live, Prof-specialty, bus, book, action, 0, 0, 60, United-States, <=50
19, malls, 104112, HS-grad, 9, live, Sales, walking, magazine, action, 0, 0, 30, Haiti, <=50
45, malls, 261192, HS-grad, 9, DVD, Other-service, car, magazine, action, 0, 0, 40, United-States, <=50
26, malls, 94936, Assoc-acdm, 12, live, Sales, bus, book, action, 0, 0, 40, United-States, <=50
38, malls, 296478, Assoc-voc, 11, DVD, Craft-repair, car, book, action, 7298, 0, 40, United-States, >50
36, shops, 119272, HS-grad, 9, DVD, Protective-serv, car, book, action, 7298, 0, 40, United-States, >50
33, malls, 85043, HS-grad, 9, live, Farming-fishing, bus, book, action, 0, 0, 20, United-States, <=50
22, shops, 293364, Some-college, 10, live, Protective-serv, running, magazine, aventure, 0, 0, 40, United-States, <=50
43, markets, 241895, Bachelors, 13, live, Sales, bus, book, action, 0, 0, 42, United-States, <=50
67, ?, 36135, 11th, 7, DVD, ?, car, book, action, 0, 0, 8, United-States, <=50
30, ?, 151989, Assoc-voc, 11, social_networks, ?, walking, book, aventure, 0, 0, 40, United-States, <=50
56, malls, 101128, Assoc-acdm, 12, theaters, Other-service, bus, book, action, 0, 0, 25, Iran, <=50
31, malls, 156464, Bachelors, 13, live, Prof-specialty, running, book, action, 0, 0, 25, United-States, <=50
33, malls, 117963, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
26, malls, 192262, HS-grad, 9, DVD, Other-service, car, book, action, 0, 0, 40, United-States, <=50
33, malls, 111363, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
46, ecommerce, 329752, 11th, 7, DVD, Transport-moving, car, book, action, 0, 0, 30, United-States, <=50
59, ?, 372020, Bachelors, 13, DVD, ?, car, book, action, 0, 0, 40, United-States, >50
38, supermarkets, 95432, HS-grad, 9, DVD, Adm-clerical, car, book, action, 0, 0, 40, United-States, >50
65, malls, 161400, 11th, 7, Widowed, Other-service, walking, Other, action, 0, 0, 40, United-States, <=50
40, malls, 96129, Assoc-voc, 11, DVD, Tech-support, car, book, action, 0, 0, 40, United-States, >50
42, malls, 111949, HS-grad, 9, DVD, Adm-clerical, cycling, book, aventure, 0, 0, 35, United-States, <=50
26, markets, 117125, 9th, 5, DVD, Craft-repair, car, book, action, 0, 0, 40, Portugal, <=50
36, malls, 348022, 10th, 6, DVD, Other-service, cycling, book, aventure, 0, 0, 24, United-States, <=50
62, malls, 270092, Masters, 14, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, >50
43, malls, 180609, Bachelors, 13, DVD, Transport-moving, car, book, action, 0, 0, 45, United-States, <=50
43, malls, 174575, Bachelors, 13, social_networks, Exec-managerial, bus, book, action, 0, 1564, 45, United-States, >50
22, malls, 410439, HS-grad, 9, theaters, Sales, bus, book, action, 0, 0, 55, United-States, <=50
28, malls, 92262, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
56, markets, 183081, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 45, United-States, <=50
22, malls, 362589, Assoc-acdm, 12, live, Sales, bus, book, aventure, 0, 0, 15, United-States, <=50
57, malls, 212448, Bachelors, 13, social_networks, Exec-managerial, bus, book, aventure, 0, 0, 45, United-States, >50
39, malls, 481060, HS-grad, 9, social_networks, Sales, walking, book, aventure, 0, 0, 40, United-States, <=50
26, supermarkets, 185885, Some-college, 10, live, Adm-clerical, walking, book, aventure, 0, 0, 15, United-States, <=50
17, malls, 89821, 11th, 7, live, Other-service, running, book, action, 0, 0, 10, United-States, <=50
40, shops, 184018, Assoc-voc, 11, DVD, Machine-op-inspct, car, book, action, 0, 0, 38, United-States, >50
45, malls, 256649, HS-grad, 9, DVD, Machine-op-inspct, car, magazine, action, 0, 0, 40, United-States, <=50
44, malls, 160323, HS-grad, 9, live, Craft-repair, bus, magazine, action, 0, 0, 40, United-States, <=50
20, ecommerce, 350845, Some-college, 10, live, Adm-clerical, running, book, aventure, 0, 0, 10, United-States, <=50
33, malls, 267404, HS-grad, 9, DVD, Craft-repair, cycling, book, aventure, 0, 0, 40, United-States, <=50
23, malls, 35633, Some-college, 10, live, Sales, bus, book, action, 0, 0, 40, United-States, <=50
46, markets, 80914, Masters, 14, social_networks, Exec-managerial, bus, book, action, 0, 0, 30, United-States, <=50
38, malls, 172927, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 50, United-States, <=50
54, malls, 174319, HS-grad, 9, social_networks, Transport-moving, bus, book, action, 0, 0, 40, United-States, <=50
46, malls, 214955, 5th-6th, 3, social_networks, Craft-repair, bus, book, aventure, 0, 2339, 45, United-States, <=50
25, malls, 344991, Some-college, 10, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
46, malls, 108699, Some-college, 10, social_networks, Sales, bus, book, aventure, 0, 0, 40, United-States, <=50
36, ecommerce, 117312, Some-college, 10, DVD, Transport-moving, cycling, book, aventure, 0, 0, 40, United-States, <=50
23, malls, 396099, HS-grad, 9, live, Other-service, bus, book, aventure, 0, 0, 25, United-States, <=50
29, malls, 134152, HS-grad, 9, websites, Machine-op-inspct, bus, book, action, 0, 0, 40, United-States, <=50
44, malls, 162028, Some-college, 10, DVD, Adm-clerical, cycling, book, aventure, 0, 2415, 6, United-States, >50
19, malls, 25429, Some-college, 10, live, Adm-clerical, running, book, aventure, 0, 0, 16, United-States, <=50
19, malls, 232392, HS-grad, 9, live, Other-service, Other-relative, book, aventure, 0, 0, 40, United-States, <=50
35, malls, 220098, HS-grad, 9, DVD, Other-service, cycling, book, aventure, 0, 0, 40, United-States, >50
27, malls, 301302, Bachelors, 13, live, Craft-repair, bus, book, action, 0, 0, 50, United-States, <=50
46, markets, 277946, Assoc-acdm, 12, websites, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
34, shops, 98101, Bachelors, 13, DVD, Exec-managerial, car, book, action, 7688, 0, 45, ?, >50
34, malls, 196164, HS-grad, 9, live, Other-service, bus, book, aventure, 0, 0, 35, United-States, <=50
44, malls, 115562, Some-college, 10, DVD, Tech-support, car, book, action, 0, 0, 40, United-States, <=50
45, malls, 96975, Some-college, 10, social_networks, Handlers-cleaners, walking, book, aventure, 0, 0, 40, United-States, <=50
20, ?, 137300, HS-grad, 9, live, ?, Other-relative, book, aventure, 0, 0, 35, United-States, <=50
25, malls, 86872, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 55, United-States, >50
52, Self-emp-inc, 132178, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, >50
20, malls, 416103, Some-college, 10, live, Handlers-cleaners, running, book, action, 0, 0, 40, United-States, <=50
28, malls, 108574, Some-college, 10, live, Other-service, bus, book, aventure, 0, 0, 40, United-States, <=50
50, shops, 288353, Bachelors, 13, DVD, Protective-serv, car, book, action, 0, 0, 40, United-States, >50
34, malls, 227689, Assoc-voc, 11, social_networks, Tech-support, bus, book, aventure, 0, 0, 64, United-States, <=50
28, malls, 166481, 7th-8th, 4, DVD, Handlers-cleaners, car, Other, action, 0, 2179, 40, Puerto-Rico, <=50
41, malls, 445382, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 1977, 65, United-States, >50
28, malls, 110145, HS-grad, 9, DVD, Adm-clerical, car, book, action, 0, 0, 40, United-States, <=50
46, markets, 317253, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 25, United-States, <=50
28, ?, 123147, Some-college, 10, DVD, ?, cycling, book, aventure, 0, 1887, 40, United-States, >50
32, malls, 364657, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, <=50
41, ecommerce, 42346, Some-college, 10, social_networks, Other-service, bus, magazine, aventure, 0, 0, 24, United-States, <=50
24, malls, 241951, HS-grad, 9, live, Handlers-cleaners, walking, magazine, aventure, 0, 0, 40, United-States, <=50
33, malls, 118500, Some-college, 10, social_networks, Exec-managerial, walking, book, aventure, 0, 0, 40, United-States, <=50
46, malls, 188386, Doctorate, 16, DVD, Exec-managerial, car, book, action, 15024, 0, 60, United-States, >50
31, shops, 1033222, Some-college, 10, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, United-States, <=50
35, malls, 92440, 12th, 8, social_networks, Craft-repair, bus, book, action, 0, 0, 50, United-States, >50
52, malls, 190762, 1st-4th, 2, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, Mexico, <=50
30, malls, 426017, 11th, 7, live, Other-service, running, book, aventure, 0, 0, 19, United-States, <=50
34, ecommerce, 243867, 11th, 7, websites, Machine-op-inspct, bus, magazine, action, 0, 0, 40, United-States, <=50
34, shops, 240283, HS-grad, 9, social_networks, Transport-moving, walking, book, aventure, 0, 0, 40, United-States, <=50
20, malls, 61777, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 30, United-States, <=50
17, malls, 175024, 11th, 7, live, Handlers-cleaners, running, book, action, 2176, 0, 18, United-States, <=50
32, shops, 92003, Bachelors, 13, DVD, Exec-managerial, cycling, book, aventure, 0, 0, 40, United-States, >50
29, malls, 188401, HS-grad, 9, social_networks, Farming-fishing, bus, book, action, 0, 0, 40, United-States, <=50
33, malls, 228528, 10th, 6, live, Craft-repair, walking, book, aventure, 0, 0, 35, United-States, <=50
25, malls, 133373, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 60, United-States, <=50
